Name,Age,Location,Gender,Weight(kg),Height(cm),BMI,Dietary Preference,Allergies,Workout Frequency,Workout Type,Workout Duration,Fitness Goals,Progress,Features Used,App Time(minutes),Interaction,Content Preference
*,"[54, 66[",******************************************************************,Female,75,196,19.5,Low-carb,Shellfish,3,HIIT,22,Cardiovascular health,No change,Virtual Coach,60,None,Meal plans
*,"[36, 54[",******************************************************************,Non-binary,67,192,18.2,Paleo,Dairy,1,Running,70,Flexibility,Improved,Workout Creator,56,None,Articles
*,"[18, 36[",******************************************************************,Non-binary,91,175,29.7,Low-carb,Gluten,4,Running,89,Flexibility,No change,Health Stats,47,Forum,Meal plans
*,"[54, 66[",******************************************************************,Male,65,165,23.9,Vegan,Peanuts,3,Yoga,57,Cardiovascular health,No change,Workout Creator,96,Comments,Workout videos
*,"[36, 54[",******************************************************************,Female,58,174,19.2,Vegan,Dairy,1,Cardio,68,Weight loss,Improved,Meal Tracker,19,Messages,Workout videos
*,"[18, 36[",******************************************************************,Male,102,178,32.2,Low-carb,Gluten,5,Running,110,Cardiovascular health,No change,Health Stats,32,Comments,Articles
*,"[36, 54[",******************************************************************,Female,98,185,28.6,Low-carb,Dairy,1,Cardio,36,Muscle gain,No change,Progress Tracker,38,Forum,Articles
*,"[54, 66[",******************************************************************,Non-binary,55,164,20.4,Mediterranean,Gluten,5,HIIT,115,Weight loss,Moderate,Progress Tracker,84,Comments,Meal plans
*,"[54, 66[",******************************************************************,Non-binary,52,170,18.0,Keto,Shellfish,1,Running,106,Cardiovascular health,Moderate,Workout Creator,17,Messages,Articles
*,"[54, 66[",******************************************************************,Female,91,185,26.6,Keto,Peanuts,7,HIIT,32,Muscle gain,Significant,Progress Tracker,105,Messages,Meal plans
*,"[36, 54[",******************************************************************,Non-binary,84,154,35.4,Low-carb,Shellfish,6,Strength Training,74,Flexibility,Improved,Challenges,51,None,Workout videos
*,"[36, 54[",******************************************************************,Non-binary,112,179,35.0,Low-carb,Gluten,7,Mixed,119,Cardiovascular health,Moderate,Progress Tracker,70,None,Meal plans
*,"[18, 36[",******************************************************************,Male,103,150,45.8,Gluten-free,None,5,Running,31,Cardiovascular health,Significant,Progress Tracker,74,Forum,Meal plans
*,"[18, 36[",******************************************************************,Female,70,193,18.8,Vegan,Gluten,5,Strength Training,25,Endurance,Significant,Health Stats,90,Comments,Workout videos
*,"[54, 66[",******************************************************************,Male,54,172,18.3,Vegan,Shellfish,1,Mixed,82,Weight loss,Improved,Health Stats,48,Messages,Workout videos
*,"[18, 36[",******************************************************************,Female,89,156,36.6,Gluten-free,Dairy,2,Strength Training,21,Muscle gain,Improved,Health Stats,117,None,Articles
*,"[18, 36[",******************************************************************,Non-binary,65,164,24.2,Mediterranean,Peanuts,7,Mixed,99,Endurance,Moderate,Challenges,47,Comments,Meal plans
*,"[54, 66[",******************************************************************,Female,88,178,27.8,Vegetarian,Shellfish,2,Running,88,Flexibility,Significant,Workout Creator,120,None,Meal plans
*,"[18, 36[",******************************************************************,Female,93,190,25.8,Mediterranean,Dairy,4,HIIT,104,Cardiovascular health,No change,Progress Tracker,19,Comments,Meal plans
*,"[18, 36[",******************************************************************,Female,91,167,32.6,Vegan,None,2,Mixed,110,Cardiovascular health,Significant,Virtual Coach,25,Messages,Meal plans
*,"[54, 66[",******************************************************************,Female,93,158,37.3,Keto,None,7,Mixed,27,Flexibility,Improved,Challenges,38,Forum,Meal plans
*,"[36, 54[",******************************************************************,Male,51,178,16.1,Low-fat,Shellfish,5,Cardio,34,Cardiovascular health,Significant,Health Stats,108,Messages,Workout videos
*,"[36, 54[",******************************************************************,Female,117,193,31.4,Low-carb,None,4,HIIT,29,Weight loss,Improved,Workout Creator,47,Messages,Meal plans
*,"[18, 36[",******************************************************************,Non-binary,61,160,23.8,Low-carb,Shellfish,2,Yoga,40,Muscle gain,Improved,Health Stats,106,Messages,Meal plans
*,"[54, 66[",******************************************************************,Male,80,176,25.8,Vegan,Shellfish,6,Strength Training,98,Muscle gain,Improved,Virtual Coach,103,None,Articles
*,"[36, 54[",******************************************************************,Female,54,161,20.8,Gluten-free,None,5,Strength Training,67,Flexibility,Moderate,Workout Creator,88,None,Articles
*,"[54, 66[",******************************************************************,Female,72,177,23.0,Low-fat,Dairy,6,Cardio,99,Weight loss,Significant,Meal Tracker,49,Comments,Articles
*,"[36, 54[",******************************************************************,Female,78,187,22.3,Vegetarian,None,6,Strength Training,116,Muscle gain,No change,Progress Tracker,36,None,Workout videos
*,"[54, 66[",******************************************************************,Female,112,198,28.6,Gluten-free,Gluten,4,Running,79,Flexibility,No change,Health Stats,19,Messages,Meal plans
*,"[18, 36[",******************************************************************,Male,104,198,26.5,Gluten-free,None,1,Cardio,22,Cardiovascular health,Moderate,Virtual Coach,84,Messages,Workout videos
*,"[18, 36[",******************************************************************,Non-binary,116,170,40.1,Mediterranean,None,3,HIIT,103,Cardiovascular health,Significant,Challenges,35,Comments,Workout videos
*,"[36, 54[",******************************************************************,Non-binary,118,157,47.9,Mediterranean,Shellfish,6,Mixed,47,Endurance,No change,Challenges,87,Messages,Meal plans
*,"[54, 66[",******************************************************************,Non-binary,108,193,29.0,Vegan,Gluten,1,Running,86,Flexibility,No change,Progress Tracker,41,Comments,Articles
*,"[36, 54[",******************************************************************,Male,71,194,18.9,Low-carb,Shellfish,7,HIIT,85,Cardiovascular health,Significant,Meal Tracker,88,Forum,Meal plans
*,"[36, 54[",******************************************************************,Female,57,193,15.3,Vegan,Peanuts,2,HIIT,48,Muscle gain,No change,Workout Creator,86,Forum,Meal plans
*,"[54, 66[",******************************************************************,Male,82,189,23.0,Vegan,Gluten,3,Strength Training,77,Weight loss,No change,Progress Tracker,44,Comments,Meal plans
*,"[54, 66[",******************************************************************,Non-binary,77,155,32.0,Low-fat,Shellfish,6,Cardio,71,Muscle gain,Moderate,Progress Tracker,80,Messages,Meal plans
*,"[54, 66[",******************************************************************,Non-binary,78,186,22.5,Keto,Peanuts,3,Cardio,70,Cardiovascular health,Moderate,Virtual Coach,58,Comments,Workout videos
*,"[54, 66[",******************************************************************,Male,108,180,33.3,Gluten-free,Gluten,5,Mixed,84,Muscle gain,Significant,Meal Tracker,115,None,Articles
*,"[18, 36[",******************************************************************,Male,116,158,46.5,Keto,Gluten,7,Cardio,70,Cardiovascular health,Improved,Meal Tracker,98,Forum,Meal plans
*,"[18, 36[",******************************************************************,Male,114,190,31.6,Low-carb,Peanuts,5,Mixed,114,Endurance,Moderate,Meal Tracker,92,Forum,Workout videos
*,"[54, 66[",******************************************************************,Male,107,174,35.3,Mediterranean,None,2,Strength Training,57,Cardiovascular health,Significant,Challenges,118,Forum,Articles
*,"[36, 54[",******************************************************************,Female,99,187,28.3,Gluten-free,Peanuts,6,Strength Training,99,Flexibility,Moderate,Meal Tracker,58,None,Workout videos
*,"[18, 36[",******************************************************************,Non-binary,111,198,28.3,Keto,Dairy,3,Strength Training,99,Muscle gain,Significant,Health Stats,31,Forum,Meal plans
*,"[18, 36[",******************************************************************,Female,53,183,15.8,Low-carb,Gluten,4,Mixed,104,Muscle gain,Moderate,Meal Tracker,22,Comments,Workout videos
*,"[18, 36[",******************************************************************,Female,70,178,22.1,Vegetarian,Gluten,6,Mixed,35,Muscle gain,Improved,Progress Tracker,89,Messages,Workout videos
*,"[36, 54[",******************************************************************,Non-binary,114,156,46.8,Paleo,Peanuts,7,Strength Training,64,Cardiovascular health,No change,Meal Tracker,96,Comments,Workout videos
*,"[54, 66[",******************************************************************,Male,53,185,15.5,Keto,Gluten,4,Strength Training,106,Muscle gain,Moderate,Challenges,71,Messages,Workout videos
*,"[54, 66[",******************************************************************,Non-binary,58,190,16.1,Gluten-free,Dairy,5,Strength Training,96,Weight loss,Moderate,Progress Tracker,39,Forum,Meal plans
*,"[54, 66[",******************************************************************,Female,79,193,21.2,Vegetarian,Peanuts,7,Running,52,Endurance,Moderate,Virtual Coach,109,Messages,Articles
*,"[54, 66[",******************************************************************,Female,51,174,16.8,Low-fat,Dairy,7,Cardio,99,Weight loss,Improved,Workout Creator,68,Messages,Articles
*,"[36, 54[",******************************************************************,Non-binary,56,188,15.8,Keto,Shellfish,2,Yoga,23,Cardiovascular health,Moderate,Workout Creator,69,None,Meal plans
*,"[36, 54[",******************************************************************,Female,65,166,23.6,Gluten-free,Dairy,5,Yoga,98,Muscle gain,Improved,Meal Tracker,79,None,Workout videos
*,"[18, 36[",******************************************************************,Non-binary,63,183,18.8,Vegetarian,Dairy,4,Running,41,Weight loss,No change,Progress Tracker,82,Forum,Meal plans
*,"[36, 54[",******************************************************************,Non-binary,110,176,35.5,Vegetarian,Gluten,5,Cardio,120,Flexibility,Significant,Health Stats,24,Messages,Workout videos
*,"[54, 66[",******************************************************************,Female,99,168,35.1,Low-fat,Peanuts,1,Running,86,Flexibility,Moderate,Progress Tracker,90,Comments,Meal plans
*,"[18, 36[",******************************************************************,Male,77,164,28.6,Low-fat,None,5,HIIT,96,Weight loss,Improved,Workout Creator,73,None,Workout videos
*,"[18, 36[",******************************************************************,Male,106,167,38.0,Low-carb,Dairy,2,Yoga,70,Endurance,Moderate,Workout Creator,38,None,Meal plans
*,"[18, 36[",******************************************************************,Female,101,182,30.5,Mediterranean,Dairy,3,Strength Training,82,Weight loss,Significant,Progress Tracker,93,Comments,Workout videos
*,"[36, 54[",******************************************************************,Female,93,191,25.5,Gluten-free,Peanuts,1,HIIT,91,Weight loss,No change,Meal Tracker,17,None,Articles
*,"[54, 66[",******************************************************************,Non-binary,99,173,33.1,Mediterranean,None,3,Running,55,Endurance,Significant,Virtual Coach,66,Comments,Meal plans
*,"[54, 66[",******************************************************************,Female,89,169,31.2,Low-carb,Dairy,4,Mixed,120,Endurance,Significant,Health Stats,101,Comments,Meal plans
*,"[18, 36[",******************************************************************,Non-binary,56,187,16.0,Gluten-free,Dairy,5,Mixed,44,Weight loss,Significant,Virtual Coach,53,Messages,Workout videos
*,"[18, 36[",******************************************************************,Female,109,196,28.4,Gluten-free,Dairy,4,Cardio,55,Flexibility,No change,Challenges,75,Forum,Meal plans
*,"[18, 36[",******************************************************************,Male,52,168,18.4,Mediterranean,Dairy,4,Mixed,68,Muscle gain,Improved,Meal Tracker,17,Forum,Workout videos
*,"[36, 54[",******************************************************************,Male,101,159,40.0,Vegan,Shellfish,1,Cardio,21,Endurance,Significant,Meal Tracker,69,Messages,Workout videos
*,"[18, 36[",******************************************************************,Non-binary,95,171,32.5,Mediterranean,Dairy,4,HIIT,80,Flexibility,Moderate,Health Stats,38,Forum,Workout videos
*,"[18, 36[",******************************************************************,Male,110,197,28.3,Low-fat,Dairy,6,HIIT,117,Muscle gain,Moderate,Workout Creator,55,Messages,Articles
*,"[54, 66[",******************************************************************,Female,104,180,32.1,Vegetarian,Gluten,3,Mixed,33,Endurance,No change,Challenges,72,Forum,Workout videos
*,"[54, 66[",******************************************************************,Male,51,168,18.1,Gluten-free,Gluten,7,Cardio,48,Cardiovascular health,Improved,Meal Tracker,68,None,Workout videos
*,"[54, 66[",******************************************************************,Male,53,172,17.9,Low-fat,Peanuts,5,HIIT,110,Flexibility,No change,Challenges,99,Comments,Workout videos
*,"[36, 54[",******************************************************************,Female,74,176,23.9,Low-carb,None,4,Strength Training,105,Cardiovascular health,Improved,Workout Creator,26,Messages,Workout videos
*,"[54, 66[",******************************************************************,Female,53,156,21.8,Mediterranean,Gluten,4,Yoga,34,Weight loss,Improved,Meal Tracker,66,Comments,Meal plans
*,"[18, 36[",******************************************************************,Female,57,191,15.6,Keto,Dairy,7,HIIT,91,Weight loss,Moderate,Workout Creator,17,Comments,Workout videos
*,"[18, 36[",******************************************************************,Male,117,175,38.2,Mediterranean,None,7,Yoga,75,Endurance,No change,Workout Creator,116,Forum,Meal plans
*,"[54, 66[",******************************************************************,Female,83,196,21.6,Low-carb,Gluten,1,Strength Training,80,Muscle gain,No change,Health Stats,35,Forum,Articles
*,"[36, 54[",******************************************************************,Male,64,151,28.1,Low-carb,Peanuts,1,Strength Training,113,Muscle gain,Improved,Progress Tracker,80,None,Workout videos
*,"[18, 36[",******************************************************************,Non-binary,105,190,29.1,Mediterranean,Dairy,7,Yoga,55,Cardiovascular health,Moderate,Virtual Coach,54,Comments,Workout videos
*,"[54, 66[",******************************************************************,Male,98,173,32.7,Low-fat,Shellfish,3,Cardio,55,Cardiovascular health,Significant,Challenges,109,None,Articles
*,"[36, 54[",******************************************************************,Non-binary,64,154,27.0,Keto,None,7,Cardio,51,Cardiovascular health,Improved,Virtual Coach,78,Forum,Articles
*,"[18, 36[",******************************************************************,Male,115,186,33.2,Gluten-free,Dairy,6,Mixed,94,Cardiovascular health,Significant,Workout Creator,50,Comments,Articles
*,"[36, 54[",******************************************************************,Female,101,157,41.0,Mediterranean,Shellfish,2,Strength Training,56,Weight loss,Moderate,Virtual Coach,49,Forum,Articles
*,"[36, 54[",******************************************************************,Male,104,177,33.2,Low-carb,Shellfish,3,Cardio,116,Cardiovascular health,Significant,Challenges,62,Comments,Workout videos
*,"[36, 54[",******************************************************************,Female,77,163,29.0,Gluten-free,Shellfish,4,Mixed,70,Weight loss,Improved,Virtual Coach,116,Messages,Articles
*,"[36, 54[",******************************************************************,Female,82,169,28.7,Low-carb,None,2,Cardio,59,Muscle gain,No change,Meal Tracker,94,Messages,Meal plans
*,"[36, 54[",******************************************************************,Non-binary,65,166,23.6,Low-fat,Peanuts,2,Strength Training,65,Cardiovascular health,Significant,Health Stats,78,Comments,Workout videos
*,"[36, 54[",******************************************************************,Male,118,150,52.4,Low-carb,None,3,Strength Training,52,Weight loss,Significant,Virtual Coach,16,None,Articles
*,"[36, 54[",******************************************************************,Non-binary,54,156,22.2,Paleo,Shellfish,4,Running,65,Weight loss,No change,Virtual Coach,22,None,Meal plans
*,"[54, 66[",******************************************************************,Female,107,159,42.3,Paleo,Shellfish,1,HIIT,37,Endurance,No change,Virtual Coach,58,None,Workout videos
*,"[18, 36[",******************************************************************,Male,73,153,31.2,Mediterranean,None,7,Running,94,Cardiovascular health,Significant,Progress Tracker,93,Forum,Articles
*,"[18, 36[",******************************************************************,Female,86,197,22.2,Gluten-free,Peanuts,5,Cardio,106,Muscle gain,Moderate,Workout Creator,88,Messages,Workout videos
*,"[18, 36[",******************************************************************,Non-binary,96,157,38.9,Low-fat,Gluten,2,Cardio,90,Muscle gain,Significant,Virtual Coach,68,None,Meal plans
*,"[36, 54[",******************************************************************,Non-binary,116,165,42.6,Vegan,Peanuts,5,Cardio,94,Weight loss,Significant,Meal Tracker,46,None,Workout videos
*,"[54, 66[",******************************************************************,Non-binary,64,155,26.6,Gluten-free,None,5,Running,82,Weight loss,No change,Progress Tracker,120,Comments,Articles
*,"[36, 54[",******************************************************************,Male,116,173,38.8,Gluten-free,Shellfish,2,Strength Training,36,Flexibility,Improved,Virtual Coach,36,Comments,Meal plans
*,"[18, 36[",******************************************************************,Male,120,192,32.6,Low-carb,Gluten,4,Cardio,120,Muscle gain,Improved,Progress Tracker,49,Comments,Workout videos
*,"[18, 36[",******************************************************************,Non-binary,76,168,26.9,Vegan,Dairy,7,Mixed,41,Flexibility,Significant,Progress Tracker,53,None,Workout videos
*,"[36, 54[",******************************************************************,Non-binary,104,182,31.4,Gluten-free,Shellfish,1,HIIT,68,Flexibility,Significant,Progress Tracker,66,Messages,Meal plans
*,"[36, 54[",******************************************************************,Non-binary,58,156,23.8,Vegetarian,Gluten,1,Cardio,116,Flexibility,Significant,Progress Tracker,109,Comments,Articles
*,"[54, 66[",******************************************************************,Male,119,174,39.3,Low-fat,Peanuts,2,Yoga,83,Endurance,Improved,Health Stats,89,Forum,Workout videos
*,"[36, 54[",******************************************************************,Non-binary,79,194,21.0,Vegan,None,5,HIIT,49,Muscle gain,No change,Health Stats,99,None,Meal plans
*,"[36, 54[",******************************************************************,Female,111,159,43.9,Paleo,Peanuts,3,Mixed,31,Endurance,Significant,Progress Tracker,54,Messages,Workout videos
*,"[36, 54[",******************************************************************,Female,57,154,24.0,Keto,None,7,Strength Training,63,Cardiovascular health,Moderate,Meal Tracker,33,Comments,Articles
*,"[18, 36[",******************************************************************,Male,111,162,42.3,Low-carb,Gluten,3,Cardio,61,Cardiovascular health,Significant,Progress Tracker,35,Comments,Articles
*,"[54, 66[",******************************************************************,Non-binary,89,152,38.5,Vegetarian,None,5,HIIT,86,Endurance,Improved,Meal Tracker,112,Comments,Workout videos
*,"[54, 66[",******************************************************************,Female,73,160,28.5,Gluten-free,None,6,Cardio,89,Muscle gain,Improved,Progress Tracker,63,Messages,Workout videos
*,"[36, 54[",******************************************************************,Non-binary,79,178,24.9,Gluten-free,None,3,Mixed,96,Endurance,Moderate,Virtual Coach,98,Messages,Meal plans
*,"[54, 66[",******************************************************************,Male,92,194,24.4,Vegetarian,Gluten,1,Mixed,106,Flexibility,Moderate,Workout Creator,25,Forum,Meal plans
*,"[36, 54[",******************************************************************,Male,66,175,21.6,Vegetarian,Dairy,7,Yoga,99,Endurance,Moderate,Progress Tracker,118,Forum,Articles
*,"[54, 66[",******************************************************************,Male,90,184,26.6,Paleo,Shellfish,3,Yoga,26,Cardiovascular health,Moderate,Workout Creator,76,None,Articles
*,"[18, 36[",******************************************************************,Female,94,167,33.7,Mediterranean,Gluten,7,Running,39,Muscle gain,Significant,Workout Creator,61,Forum,Workout videos
*,"[36, 54[",******************************************************************,Non-binary,79,200,19.8,Vegetarian,Shellfish,5,Cardio,32,Muscle gain,Moderate,Meal Tracker,77,None,Meal plans
*,"[18, 36[",******************************************************************,Female,55,182,16.6,Paleo,Shellfish,6,Mixed,87,Flexibility,No change,Challenges,56,None,Meal plans
*,"[36, 54[",******************************************************************,Female,55,155,22.9,Mediterranean,Shellfish,5,Cardio,111,Weight loss,Moderate,Challenges,112,None,Articles
*,"[18, 36[",******************************************************************,Female,117,179,36.5,Vegetarian,Gluten,1,HIIT,117,Flexibility,Improved,Progress Tracker,100,Forum,Articles
*,"[36, 54[",******************************************************************,Female,83,153,35.5,Vegetarian,Peanuts,7,Strength Training,64,Flexibility,Improved,Virtual Coach,74,Comments,Articles
*,"[36, 54[",******************************************************************,Non-binary,115,187,32.9,Gluten-free,Shellfish,6,Running,112,Cardiovascular health,No change,Virtual Coach,96,Forum,Meal plans
*,"[54, 66[",******************************************************************,Female,108,166,39.2,Mediterranean,Shellfish,3,Mixed,37,Cardiovascular health,Significant,Workout Creator,85,None,Meal plans
*,"[18, 36[",******************************************************************,Female,78,193,20.9,Vegetarian,Gluten,2,Strength Training,30,Endurance,Moderate,Meal Tracker,100,Forum,Articles
*,"[54, 66[",******************************************************************,Non-binary,71,165,26.1,Paleo,Peanuts,5,Yoga,120,Endurance,Moderate,Workout Creator,66,Comments,Meal plans
*,"[18, 36[",******************************************************************,Non-binary,53,186,15.3,Low-carb,Peanuts,5,Yoga,108,Weight loss,Improved,Workout Creator,87,Comments,Workout videos
*,"[54, 66[",******************************************************************,Male,114,182,34.4,Gluten-free,None,1,Running,79,Cardiovascular health,Improved,Meal Tracker,116,None,Articles
*,"[18, 36[",******************************************************************,Female,115,181,35.1,Vegetarian,None,1,HIIT,41,Muscle gain,Significant,Challenges,100,None,Articles
*,"[54, 66[",******************************************************************,Non-binary,115,171,39.3,Low-carb,None,3,HIIT,81,Muscle gain,Moderate,Workout Creator,42,Forum,Articles
*,"[18, 36[",******************************************************************,Male,64,190,17.7,Vegetarian,None,5,Yoga,39,Flexibility,No change,Virtual Coach,43,Messages,Articles
*,"[18, 36[",******************************************************************,Non-binary,77,199,19.4,Keto,Shellfish,4,Running,29,Weight loss,Improved,Health Stats,57,Forum,Articles
*,"[18, 36[",******************************************************************,Female,106,189,29.7,Gluten-free,Dairy,6,Yoga,60,Weight loss,Moderate,Meal Tracker,96,Forum,Meal plans
*,"[18, 36[",******************************************************************,Male,106,193,28.5,Vegetarian,Peanuts,2,Strength Training,100,Endurance,Significant,Meal Tracker,38,Forum,Workout videos
*,"[36, 54[",******************************************************************,Non-binary,77,182,23.2,Keto,Gluten,7,HIIT,49,Muscle gain,No change,Workout Creator,70,None,Meal plans
*,"[36, 54[",******************************************************************,Male,68,194,18.1,Gluten-free,Dairy,3,HIIT,76,Weight loss,Improved,Health Stats,84,Forum,Meal plans
*,"[36, 54[",******************************************************************,Male,108,159,42.7,Gluten-free,Dairy,7,Yoga,83,Cardiovascular health,Improved,Health Stats,115,Messages,Workout videos
*,"[54, 66[",******************************************************************,Female,73,194,19.4,Vegetarian,Gluten,5,Running,60,Endurance,Moderate,Virtual Coach,42,Comments,Meal plans
*,"[36, 54[",******************************************************************,Non-binary,56,185,16.4,Low-carb,Gluten,4,Yoga,72,Muscle gain,Moderate,Progress Tracker,56,Comments,Workout videos
*,"[18, 36[",******************************************************************,Female,118,181,36.0,Keto,Peanuts,2,Strength Training,81,Muscle gain,Significant,Progress Tracker,114,Comments,Articles
*,"[36, 54[",******************************************************************,Female,88,192,23.9,Low-carb,Dairy,1,Mixed,107,Cardiovascular health,Moderate,Virtual Coach,75,Messages,Meal plans
*,"[36, 54[",******************************************************************,Non-binary,82,189,23.0,Paleo,Peanuts,7,HIIT,26,Cardiovascular health,Improved,Progress Tracker,54,Forum,Articles
*,"[18, 36[",******************************************************************,Male,78,193,20.9,Keto,Shellfish,7,Yoga,38,Weight loss,Improved,Progress Tracker,61,None,Articles
*,"[54, 66[",******************************************************************,Female,88,184,26.0,Gluten-free,Peanuts,3,Cardio,78,Weight loss,Improved,Meal Tracker,56,None,Articles
*,"[18, 36[",******************************************************************,Non-binary,80,200,20.0,Vegan,Shellfish,2,Yoga,27,Endurance,Moderate,Virtual Coach,115,Forum,Articles
*,"[36, 54[",******************************************************************,Female,95,198,24.2,Low-fat,None,2,Running,99,Endurance,Significant,Workout Creator,20,Messages,Articles
*,"[54, 66[",******************************************************************,Non-binary,60,157,24.3,Vegetarian,Dairy,1,Strength Training,53,Flexibility,No change,Meal Tracker,86,None,Meal plans
*,"[36, 54[",******************************************************************,Female,119,187,34.0,Mediterranean,Shellfish,6,Cardio,95,Endurance,No change,Progress Tracker,70,Comments,Meal plans
